,saleamt,saleTransDate,identifier.Id,identifier.fips,identifier.apn,identifier.attomId,lot.lotSize1,address.country,address.countrySubd,address.line1,address.line2,address.locality,address.matchCode,address.oneLine,address.postal1,address.postal2,address.postal3,location.accuracy,location.latitude,location.longitude,location.distance,location.geoid,location.geoIdV4.CO,location.geoIdV4.CS,location.geoIdV4.DB,location.geoIdV4.N4,location.geoIdV4.SB,location.geoIdV4.ZI,summary.propclass,summary.propsubtype,summary.proptype,summary.yearbuilt,summary.propLandUse,summary.propIndicator,building.size.universalsize,building.rooms.bathstotal,building.rooms.beds,vintage.lastModified,vintage.pubDate,identifier.apnOrig,location.geoIdV4.PL
581,710000.0,2023-03-20,4309794,34029,07  00903-  02-00009,4309794,0.2365014,US,NJ,120 JORDAN RD,"BRICK, NJ 08724",BRICK,ExaStr,"120 JORDAN RD, BRICK, NJ 08724",08724,4551,C063,Rooftop,40.066060,-74.092070,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1968.0,SFR,10,3237,3.0,4.0,2023-05-04,2023-05-04,,
582,120000.0,,4309795,34029,07  00903-  02-00007,4309795,0.2364555,US,NJ,118 JORDAN RD,"BRICK, NJ 08724",BRICK,ExaStr,"118 JORDAN RD, BRICK, NJ 08724",08724,4551,C063,Rooftop,40.065770,-74.092046,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1968.0,SFR,10,2136,2.0,3.0,2020-09-03,2020-09-03,,
583,410000.0,2018-10-25,4342691,34029,07  01256-  01-00007,4342691,0.2226814,US,NJ,442 PONTIAC AVE,"BRICK, NJ 08724",BRICK,ExaStr,"442 PONTIAC AVE, BRICK, NJ 08724",08724,5312,C066,Rooftop,40.094347,-74.107815,0.0,"CO34029, CS3407420, DB3402220, RS0000274968, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,275b23501bad058d354293599c14218d,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,2004.0,SFR,10,2390,3.0,4.0,2022-10-19,2022-10-19,,
584,15000.0,,4342695,34029,07  01273-0000-00005,4342695,0.2869605,US,NJ,814 PONTIAC AVE,"BRICK, NJ 08724",BRICK,ExaStr,"814 PONTIAC AVE, BRICK, NJ 08724",08724,2106,C066,Rooftop,40.093082,-74.108151,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1930.0,SFR,10,1160,2.0,2.0,2018-05-10,2018-05-10,,
585,414900.0,2007-05-31,4342696,34029,07  01273-0000-00002,4342696,0.2295684,US,NJ,817 ROSELLE AVE,"BRICK, NJ 08724",BRICK,ExaStr,"817 ROSELLE AVE, BRICK, NJ 08724",08724,2109,C046,Rooftop,40.092862,-74.107778,0.0,"CO34029, CS3407420, DB3402220, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1999.0,SFR,10,2109,3.0,4.0,2022-11-03,2022-11-03,,
586,,2014-03-13,4342697,34029,07  01273-0000-00006,4342697,0.2295684,US,NJ,813 ROSELLE AVE,"BRICK, NJ 08724",BRICK,ExaStr,"813 ROSELLE AVE, BRICK, NJ 08724",08724,2109,C046,Rooftop,40.093136,-74.107801,0.0,"CO34029, CS3407420, DB3402220, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1956.0,SFR,10,1104,1.0,2.0,2022-04-19,2022-04-19,,
587,,,4342698,34029,07  01273-0000-00010,4342698,0.1148072,US,NJ,811 ROSELLE AVE,"BRICK, NJ 08724",BRICK,ExaStr,"811 ROSELLE AVE, BRICK, NJ 08724",08724,2109,C046,Rooftop,40.093371,-74.107841,0.0,"CO34029, CS3407420, DB3402220, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1940.0,SFR,10,1003,1.0,2.0,,,,
588,130000.0,2020-04-28,4342702,34029,07  01274-0000-00007,4342702,0.080303,US,NJ,812 ROSELLE AVE,"BRICK, NJ 08724",BRICK,ExaStr,"812 ROSELLE AVE, BRICK, NJ 08724",08724,2110,C046,Rooftop,40.093213,-74.107348,0.0,"CO34029, CS3407420, DB3402220, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1949.0,SFR,10,780,1.0,2.0,2020-07-10,2020-07-10,,
589,329000.0,2020-05-05,4342703,34029,07  01274-0000-00079,4342703,0.2295684,US,NJ,568 MARBRO AVE,"BRICK, NJ 08724",BRICK,ExaStr,"568 MARBRO AVE, BRICK, NJ 08724",08724,2186,C066,Rooftop,40.092641,-74.106935,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1985.0,SFR,10,1938,3.0,3.0,2022-10-19,2022-10-19,,
590,225000.0,2003-01-13,4342704,34029,07  01272-0000-00005,4342704,0.2295684,US,NJ,814 BLASIUS AVE,"BRICK, NJ 08724",BRICK,ExaStr,"814 BLASIUS AVE, BRICK, NJ 08724",08724,2118,C066,Rooftop,40.093069,-74.108970,0.0,"CO34029, CS3407420, DB3402220, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1980.0,SFR,10,1324,2.0,3.0,2022-10-27,2022-10-27,,
591,250000.0,2005-09-14,4371567,34029,07  01067-  06-00012,4371567,0.2583104,US,NJ,588 DRISCOL DR,"BRICK, NJ 08724",BRICK,ExaStr,"588 DRISCOL DR, BRICK, NJ 08724",08724,2736,C079,Rooftop,40.083178,-74.103947,0.0,"CO34029, CS3407420, DB3402220, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1954.0,SFR,10,924,1.0,2.0,2022-10-31,2022-10-31,,
592,134900.0,,4461961,34029,07  01094-0000-00004-  03,4461961,0.2066116,US,NJ,224 PELLO RD,"BRICK, NJ 08724",BRICK,ExaStr,"224 PELLO RD, BRICK, NJ 08724",08724,2518,C085,Rooftop,40.081180,-74.116980,0.0,"CO34029, CS3407420, DB3402220, RS0000430115, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,4bb9f505fd63510c4dd0ad59ac691eec,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1991.0,SFR,10,2214,2.0,2.0,2020-09-03,2020-09-03,,
593,530000.0,2006-01-17,4464218,34029,07  00902-  47-00012,4464218,0.2293388,US,NJ,129 SOLAR DR,"BRICK, NJ 08724",BRICK,ExaStr,"129 SOLAR DR, BRICK, NJ 08724",08724,3969,C022,Rooftop,40.061903,-74.097939,0.0,"CO34029, CS3407420, DB3402220, RS0004843066, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,536fa5f73910cb1b3537a4bed2b649ba,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1995.0,SFR,10,2254,3.0,4.0,2022-09-07,2022-09-07,,
594,370000.0,2017-08-10,4465524,34029,07  01068-  04-00003,4465524,0.2485078,US,NJ,458 AUSTIN AVE,"BRICK, NJ 08724",BRICK,ExaStr,"458 AUSTIN AVE, BRICK, NJ 08724",08724,2194,C046,Rooftop,40.088734,-74.108720,0.0,"CO34029, CS3407420, DB3402220, RS0000276396, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,ef93def4749cbab74e68a646c0a0e978,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1993.0,SFR,10,1872,3.0,4.0,2022-10-19,2022-10-19,,
595,100000.0,2006-08-23,4471427,34029,07  00902-  17-00018,4471427,0.1721763,US,NJ,112 CRANBURY RD,"BRICK, NJ 08724",BRICK,ExaStr,"112 CRANBURY RD, BRICK, NJ 08724",08724,3810,C047,Rooftop,40.071872,-74.098719,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1955.0,SFR,10,1470,2.0,3.0,2022-10-29,2022-10-29,,
596,175000.0,2020-07-27,4474929,34029,07  01383-0000-00015,4474929,0.1446051,US,NJ,88 MCCLELLAN AVE,"BRICK, NJ 08724",BRICK,ExaStr,"88 MCCLELLAN AVE, BRICK, NJ 08724",08724,1318,C025,Rooftop,40.105432,-74.102961,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1950.0,SFR,10,720,1.0,3.0,2022-10-19,2022-10-19,,
597,201000.0,2005-09-12,4475947,34029,0701386000000010        C122,4475947,0.092011,US,NJ,1146 SAWMILL RD # 122,"BRICK, NJ 08724",BRICK,ExaStr,"1146 SAWMILL RD # 122, BRICK, NJ 08724",08724,3318,C056,Rooftop,40.108488,-74.113704,0.0,"CO34029, CS3407420, DB3402220, RS0000416311, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,13a27d1e870d4b35ac76fd6f8b54a80c,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1988.0,CONDOMINIUM,11,1088,2.0,2.0,2022-10-28,2022-10-28,0701386000000010C122,
598,490000.0,2005-09-16,4476109,34029,07  01385-  02-00006,4476109,0.4682966,US,NJ,621 HILL DR,"BRICK, NJ 08724",BRICK,ExaStr,"621 HILL DR, BRICK, NJ 08724",08724,1121,C038,Rooftop,40.111898,-74.104862,0.0,"CO34029, CS3407420, DB3402220, RS0000309763, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,ecf292679c47ce187aaebea32c8eb5c1,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1982.0,SFR,10,2474,2.0,4.0,2022-10-27,2022-10-27,,
599,670000.0,2005-11-17,4476110,34029,07  01385-  05-00002,4476110,0.4591368,US,NJ,516 MANASQUAN CT,"BRICK, NJ 08724",BRICK,ExaStr,"516 MANASQUAN CT, BRICK, NJ 08724",08724,1130,C038,Rooftop,40.109908,-74.105338,0.0,"CO34029, CS3407420, DB3402220, RS0000297894, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,82883e3df6793eced2b69fc3668b9bad,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,2006.0,SFR,10,3638,2.0,4.0,2022-11-09,2022-11-09,,
600,295000.0,2004-12-01,4476114,34029,07  01362-  32-00034,4476114,0.2410009,US,NJ,184 THEODORE CT,"BRICK, NJ 08724",BRICK,ExaStr,"184 THEODORE CT, BRICK, NJ 08724",08724,1810,C068,Rooftop,40.100060,-74.097110,0.0,"CO34029, CS3407420, DB3402220, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1973.0,SFR,10,1468,2.0,3.0,2022-10-27,2022-10-27,,
601,497500.0,2013-06-06,4497533,34029,07  01422-  06-00014,4497533,0.4625803,US,NJ,718 TALL OAKS DR,"BRICK, NJ 08724",BRICK,ExaStr,"718 TALL OAKS DR, BRICK, NJ 08724",08724,5113,C038,Rooftop,40.116100,-74.107059,0.0,"CO34029, CS3407420, DB3402220, RS0000280292, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,cb69c845edb291a9fc468a47ece556d5,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1993.0,SFR,10,2905,3.0,4.0,2022-10-18,2022-10-18,,
602,482750.0,2023-04-25,4497534,34029,07  01421-0000-00045,4497534,0.8609045,US,NJ,1247 SALLY IKE RD,"BRICK, NJ 08724",BRICK,ExaStr,"1247 SALLY IKE RD, BRICK, NJ 08724",08724,1030,C056,Rooftop,40.117120,-74.118651,0.0,"CO34029, CS3407420, DB3402220, RS0000277268, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,bf974eb30bb369facd82e35d6b99e4ce,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1969.0,SFR,10,1530,2.0,3.0,2023-05-23,2023-05-23,,
603,230000.0,2005-09-19,4498042,34029,07  01430-  01-00017,4498042,0.232438,US,NJ,16 ROSALIND RD,"BRICK, NJ 08724",BRICK,ExaStr,"16 ROSALIND RD, BRICK, NJ 08724",08724,7128,C031,Rooftop,40.098806,-74.146429,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1960.0,SFR,10,780,1.0,2.0,2022-11-03,2022-11-03,,
604,219000.0,2005-08-24,4500087,34029,0701386000000010        C175,4500087,0.1370983,US,NJ,320 SAWMILL RD # 175,"BRICK, NJ 08724",BRICK,ExaStr,"320 SAWMILL RD # 175, BRICK, NJ 08724",08724,1350,C025,Rooftop,40.106260,-74.108017,0.0,"CO34029, CS3407420, DB3402220, RS0000416311, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,13a27d1e870d4b35ac76fd6f8b54a80c,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1974.0,CONDOMINIUM,11,2048,2.0,3.0,2022-11-03,2022-11-03,0701386000000010C175,
605,130000.0,2018-04-17,4500088,34029,0701386000000010        C618,4500088,0.0887052,US,NJ,136 SAWMILL RD # 618,"BRICK, NJ 08724",BRICK,ExaStr,"136 SAWMILL RD # 618, BRICK, NJ 08724",08724,1383,C025,Rooftop,40.106070,-74.110902,0.0,"CO34029, CS3407420, DB3402220, RS0000416311, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,13a27d1e870d4b35ac76fd6f8b54a80c,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1988.0,CONDOMINIUM,11,1346,2.0,3.0,2022-05-20,2022-05-20,0701386000000010C618,
606,139000.0,2018-03-02,4500089,34029,0701383000000007        C248,4500089,0.1982094,US,NJ,81 WATERFRONT DR # 248,"BRICK, NJ 08724",BRICK,ExaStr,"81 WATERFRONT DR # 248, BRICK, NJ 08724",08724,1343,C035,Rooftop,40.107542,-74.103819,0.0,"CO34029, CS3407420, DB3402220, RS0000290036, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,467421ade1d560788338801d20dcc421,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1977.0,CONDOMINIUM,11,1000,1.0,2.0,2019-11-12,2019-11-12,0701383000000007C248,
607,261000.0,2016-10-11,4500196,34029,07  01042-0000-00009,4500196,0.2295684,US,NJ,9 WASHINGTON DR,"BRICK, NJ 08724",BRICK,ExaStr,"9 WASHINGTON DR, BRICK, NJ 08724",08724,3215,C016,Rooftop,40.076409,-74.106242,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1960.0,SFR,10,1296,2.0,3.0,2022-11-09,2022-11-09,,
608,875000.0,2022-10-21,4500607,34029,07  00863-0000-00004,4500607,0.1721763,US,NJ,26 ROBBINS ST,"BRICK, NJ 08724",BRICK,ExaStr,"26 ROBBINS ST, BRICK, NJ 08724",08724,3520,C019,Rooftop,40.064903,-74.123996,0.0,"CO34029, CS3407420, DB3402220, RS0000386995, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,9f9de43a608e4239fc215c4c0b3fe9b8,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,2006.0,SFR,10,3093,2.0,4.0,2022-12-08,2022-12-08,,
609,995000.0,2020-02-28,4500608,34029,07  00863-0000-00007-  27,4500608,1.01,US,NJ,41 ROBBINS ST,"BRICK, NJ 08724",BRICK,ExaStr,"41 ROBBINS ST, BRICK, NJ 08724",08724,3569,C019,Rooftop,40.062705,-74.121792,0.0,"CO34029, CS3407420, DB3402220, RS0000386995, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,9f9de43a608e4239fc215c4c0b3fe9b8,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,2005.0,SFR,10,3032,3.0,3.0,2022-10-19,2022-10-19,,
610,325000.0,2018-12-17,4500609,34029,07  00857-0000-00009,4500609,0.1721763,US,NJ,7 DIVISION ST,"BRICK, NJ 08724",BRICK,ExaStr,"7 DIVISION ST, BRICK, NJ 08724",08724,3511,C027,Rooftop,40.066845,-74.127814,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1977.0,SFR,10,1536,2.0,3.0,2022-10-19,2022-10-19,,
611,395000.0,2021-07-26,4500610,34029,07  00868-  09-00038,4500610,0.2410468,US,NJ,120 BRUCE ST,"BRICK, NJ 08724",BRICK,ExaStr,"120 BRUCE ST, BRICK, NJ 08724",08724,3504,C019,Rooftop,40.071446,-74.125595,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1971.0,SFR,10,1150,1.0,3.0,2021-10-15,2021-10-15,,
612,390000.0,2020-10-22,4540429,34029,07  01347-  23-00019,4540429,0.1721763,US,NJ,285 18TH AVE,"BRICK, NJ 08724",BRICK,ExaStr,"285 18TH AVE, BRICK, NJ 08724",08724,1767,C068,Rooftop,40.095693,-74.097202,0.0,"CO34029, CS3407420, DB3402220, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1966.0,SFR,10,1698,3.0,4.0,2022-10-19,2022-10-19,,
613,595000.0,2022-07-18,4544797,34029,07  00971-0000-00012,4544797,0.298393,US,NJ,648 THOROUGHFARE RD,"BRICK, NJ 08724",BRICK,ExaStr,"648 THOROUGHFARE RD, BRICK, NJ 08724",08724,4651,C063,Rooftop,40.062246,-74.084069,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1955.0,SFR,10,1989,1.0,3.0,2022-09-08,2022-09-08,,
614,1145000.0,2005-07-20,4545866,34029,07  00921-0000-00011,4545866,0.3385904,US,NJ,537 PRINCETON AVE,"BRICK, NJ 08724",BRICK,ExaStr,"537 PRINCETON AVE, BRICK, NJ 08724",08724,4827,C008,Rooftop,40.056662,-74.087267,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1960.0,SFR,10,2692,2.0,4.0,2022-10-10,2022-10-10,,
615,920000.0,2019-09-02,4545867,34029,07  00990-  17-00007,4545867,0.261708,US,NJ,566 HARBOR RD,"BRICK, NJ 08724",BRICK,ExaStr,"566 HARBOR RD, BRICK, NJ 08724",08724,4714,C063,Rooftop,40.064537,-74.083980,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1984.0,SFR,10,3576,3.0,4.0,2022-10-19,2022-10-19,,
